"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"1401","Mex3c",7.75615399206869e-12,-0.57645666818011,0.152,0.424,1.24315636184877e-07,"Untreated","significant","negative","MEX3C"
"1402","Prps2",9.79820905857956e-10,-0.575991442980584,0.076,0.266,1.57045694790913e-05,"Untreated","significant","negative","PRPS2"
"1403","Ndufs4",7.53829230130701e-10,-0.575989428563058,0.149,0.389,1.20823749005349e-05,"Untreated","significant","negative","NDUFS4"
"1404","Cd52",1.55328494497299e-09,0.575951606914035,0.886,0.875,2.48960510980271e-05,"NP+","significant","positive","CD52"
"1405","Ptpn9",4.37003600944316e-13,0.575919077970966,0.302,0.102,7.00429371593549e-09,"NP-","significant","positive","PTPN9"
"1406","Prdm2",6.33177081760906e-21,0.575892863172546,0.539,0.199,1.01485622664638e-16,"NP-","significant","positive","PRDM2"
"1407","P2ry10",6.82435558982152e-14,-0.575720646493257,0.395,0.757,1.09380771393659e-09,"Untreated","significant","negative","P2RY10"
"1408","Hmgcr",1.13270661937017e-15,0.575572957579098,0.451,0.186,1.81550216952651e-11,"NP-","significant","positive","HMGCR"
"1409","Nktr",5.97778559145801e-08,-0.575254634511325,0.319,0.58,0.00095811947459889,"NP+","significant","negative","NKTR"
"1410","Prkag1",4.95797100237841e-10,-0.574985583405674,0.178,0.429,7.94663592261211e-06,"Untreated","significant","negative","PRKAG1"
"1411","Bbx",1.01821930493998e-15,0.574715055700239,0.395,0.147,1.6320019019578e-11,"NP-","significant","positive","BBX"
"1412","Aff1",4.58283369621883e-21,0.574398740158336,0.656,0.285,7.34536584829955e-17,"NP-","significant","positive","AFF1"
"1413","Tbc1d2b",1.23160710781169e-16,0.573958169683317,0.489,0.197,1.97401987240058e-12,"NP-","significant","positive","TBC1D2B"
"1414","Lsm14b",4.44615609205258e-09,-0.573556712259384,0.145,0.365,7.12629898434187e-05,"Untreated","significant","negative","LSM14B"
"1415","Cic",3.02718613911813e-20,0.572891741035874,0.542,0.215,4.85197394377853e-16,"NP-","significant","positive","CIC"
"1416","Commd6",1.0773273872509e-12,0.57266621971501,0.282,0.102,1.72674033628575e-08,"NP-","significant","positive","COMMD6"
"1417","Ppp1r10",6.09320963552804e-10,0.572029952116976,0.335,0.133,9.76619640382434e-06,"NP-","significant","positive","PPP1R10"
"1418","Galnt7",5.03915022690864e-16,0.571966011176664,0.353,0.111,8.07674998368918e-12,"NP-","significant","positive","GALNT7"
"1419","Tbrg1",1.3667255391431e-19,0.57193475762358,0.551,0.215,2.19058769413856e-15,"NP-","significant","positive","TBRG1"
"1420","Psma4",6.64301181411678e-10,-0.571763575324248,0.243,0.537,1.06474193356664e-05,"Untreated","significant","negative","PSMA4"
"1421","Ifi204",5.80901970161757e-07,-0.571728899623884,0.223,0.424,0.00931069677775264,"NP+","significant","negative","PYHIN1"
"1422","Ccdc25",2.81281044321818e-10,0.571726603047736,0.291,0.118,4.5083725783901e-06,"NP-","significant","positive","CCDC25"
"1423","Nek7",1.26177667061089e-19,0.571445877017954,0.691,0.296,2.02237564765513e-15,"NP-","significant","positive","NEK7"
"1424","Kmt2e",1.98092093915335e-14,-0.57119850435644,0.246,0.614,3.17502008127499e-10,"Untreated","significant","negative","KMT2E"
"1425","Gpr171",4.29303719219796e-14,0.571101189285684,0.437,0.183,6.8808800116549e-10,"NP-","significant","positive","GPR171"
"1426","Mbnl3",3.78543295933637e-14,0.571097001404108,0.33,0.111,6.06729194722434e-10,"NP-","significant","positive","MBNL3"
"1427","Surf4",6.23946598973665e-12,-0.570880049777209,0.254,0.584,1.00006160883499e-07,"Untreated","significant","negative","SURF4"
"1428","Tep1",5.12779081916965e-11,0.570862979982781,0.265,0.097,8.21882312496511e-07,"NP-","significant","positive","TEP1"
"1429","Sf3b6",2.61270963406547e-20,0.570628940019979,0.575,0.224,4.18765100148013e-16,"NP-","significant","positive","SF3B6"
"1430","Crebbp",3.4556320507081e-21,0.570588359508012,0.649,0.278,5.53868705087494e-17,"NP-","significant","positive","CREBBP"
"1431","Dync1li2",6.02710411065869e-08,-0.570558853233476,0.101,0.296,0.000966024246856375,"Untreated","significant","negative","DYNC1LI2"
"1432","Fam49a",6.48984565688283e-09,-0.570350049487502,0.123,0.296,0.000104019246188518,"Untreated","significant","negative",NA
"1433","Hnrnpa1",6.91075673351312e-12,-0.569991466416705,0.308,0.62,1.10765608924748e-07,"Untreated","significant","negative","HNRNPA1L2"
"1434","H13",1.51611988401284e-12,-0.569480956444392,0.243,0.557,2.43003695009578e-08,"Untreated","significant","negative","HM13"
"1435","B9d2",7.61178619010185e-13,0.568879385752682,0.27,0.093,1.22001709054952e-08,"NP-","significant","positive","B9D2"
"1436","Copg1",1.15202341994779e-23,0.568861345117315,0.589,0.219,1.84646313749232e-19,"NP-","significant","positive","COPG1"
"1437","Pop4",7.40443404477631e-15,0.568620692715561,0.304,0.095,1.18678268869675e-10,"NP-","significant","positive","POP4"
"1438","Hif1a",1.33928138488461e-20,0.568501213428482,0.584,0.238,2.14660020369305e-16,"NP-","significant","positive","HIF1A"
"1439","Aida",4.78791810645861e-09,-0.568078117263552,0.087,0.27,7.67407514103186e-05,"Untreated","significant","negative","AIDA"
"1440","Mta2",6.00637678381826e-20,0.567800829671259,0.814,0.4,9.62702070910391e-16,"NP-","significant","positive","MTA2"
"1441","Nifk",5.45313312304983e-10,0.567552981089433,0.279,0.111,8.74028176962426e-06,"NP-","significant","positive","NIFK"
"1442","Rab33b",1.15802538722969e-15,0.567403670262587,0.398,0.149,1.85608309065175e-11,"NP-","significant","positive","RAB33B"
"1443","Cuta",1.05850263279828e-10,-0.56734227965338,0.217,0.511,1.69656801984908e-06,"Untreated","significant","negative","CUTA"
"1444","Batf",7.17077698767541e-13,0.567138525699057,0.428,0.192,1.14933213558461e-08,"NP-","significant","positive","BATF"
"1445","Csk",5.53110943346844e-13,-0.567105453041325,0.399,0.766,8.86526219996322e-09,"Untreated","significant","negative","CSK"
"1446","Polm",2.10489515482693e-15,0.567014585322899,0.296,0.088,3.37372595415661e-11,"NP-","significant","positive","POLM"
"1447","Tada3",3.38604256690933e-13,0.56696539994519,0.253,0.077,5.42714902624227e-09,"NP-","significant","positive","TADA3"
"1448","Ddx5",1.79401991909647e-20,0.566831957632265,0.979,0.618,2.87545512632781e-16,"NP-","significant","positive","DDX5"
"1449","Actn1",3.76341733072693e-09,0.566733407622383,0.311,0.145,6.03200529768913e-05,"NP-","significant","positive","ACTN1"
"1450","Ncor1",1.94575273482107e-09,-0.566241928010378,0.386,0.683,3.11865248337122e-05,"NP+","significant","negative","NCOR1"
"1451","Tcerg1",8.07767067626522e-10,-0.56597690307685,0.112,0.338,1.29468905599179e-05,"Untreated","significant","negative","TCERG1"
"1452","Mcmbp",4.5782769048814e-07,-0.565344816647258,0.331,0.587,0.0073380622231439,"NP+","significant","negative","MCMBP"
"1453","Ric8b",1.81495640251593e-15,0.565040378038065,0.368,0.127,2.90901212195254e-11,"NP-","significant","positive","RIC8B"
"1454","Axin1",7.13933455813957e-19,0.564898368048272,0.498,0.183,1.14429254297861e-14,"NP-","significant","positive","AXIN1"
"1455","Ahcyl1",3.47186112456978e-19,0.56489405527723,0.532,0.201,5.56469901046045e-15,"NP-","significant","positive","AHCYL1"
"1456","Tbcb",3.21103515321529e-09,-0.564878458102558,0.145,0.365,5.14664714357347e-05,"Untreated","significant","negative","TBCB"
"1457","Exoc6b",9.08719440943128e-16,0.564835204712876,0.347,0.111,1.45649551994365e-11,"NP-","significant","positive","EXOC6B"
"1458","Rap1b",8.1090686018714e-13,-0.564568191670289,0.612,0.893,1.29972151550795e-08,"Untreated","significant","negative","RAP1BL"
"1459","Cebpz",1.725037695789e-15,0.564327051743205,0.382,0.14,2.76489041881061e-11,"NP-","significant","positive","CEBPZ"
"1460","Gatd1",3.26143576049938e-13,0.564000352641515,0.3,0.097,5.2274292369284e-09,"NP-","significant","positive","GATD1"
"1461","Phf11b",1.6910135215103e-14,0.563830999276907,0.354,0.127,2.71035647227672e-10,"NP-","significant","positive","PHF11"
"1462","Traf5",1.61592386651816e-09,0.563617129653482,0.333,0.149,2.59000277325531e-05,"NP-","significant","positive","TRAF5"
"1463","Tet2",1.8363154002933e-10,-0.562805064849421,0.13,0.344,2.9432463235901e-06,"Untreated","significant","negative","TET2"
"1464","Fbxo38",6.51445672428805e-18,0.562384562194247,0.437,0.163,1.04413712376889e-13,"NP-","significant","positive","FBXO38"
"1465","Rap2c",5.02735065358332e-10,-0.562384078447589,0.141,0.355,8.05783762756334e-06,"Untreated","significant","negative","RAP2C"
"1466","Cnot2",8.99237800036939e-21,0.562332670710655,0.668,0.278,1.44129834589921e-16,"NP-","significant","positive","CNOT2"
"1467","Mrtfa",1.05848355263611e-08,-0.562117263109816,0.313,0.59,0.000169653743816515,"NP+","significant","negative","MRTFA"
"1468","Clec16a",2.61305890285625e-09,-0.561941432805604,0.076,0.258,4.188210809498e-05,"Untreated","significant","negative","CLEC16A"
"1469","Tmod3",2.01378806653556e-07,-0.561814838843725,0.386,0.662,0.0032276995130432,"NP+","significant","negative","TMOD3"
"1470","Adam10",4.88565418126034e-15,-0.561700494549266,0.174,0.501,7.83072652172407e-11,"Untreated","significant","negative","ADAM10"
"1471","Prdm1",2.49552836870805e-14,0.561089650992589,0.361,0.143,3.99983286936526e-10,"NP-","significant","positive","PRDM1"
"1472","Rpa1",4.12271043620916e-18,0.561009844029813,0.668,0.305,6.60788028715603e-14,"NP-","significant","positive","RPA1"
"1473","Lgals9",4.30681923848268e-21,0.560727629521916,0.609,0.247,6.90296987544004e-17,"NP-","significant","positive","LGALS9C"
"1474","Dcaf8",2.12631321760567e-20,0.560374448193421,0.511,0.183,3.40805482517836e-16,"NP-","significant","positive","DCAF8"
"1475","Dck",9.66758331687078e-09,-0.560091712230781,0.116,0.303,0.000154952025402805,"Untreated","significant","negative","DCK"
"1476","Glrx5",9.4186245108231e-14,0.55983156990086,0.344,0.124,1.50961713659473e-09,"NP-","significant","positive","GLRX5"
"1477","Plcxd2",4.48735611434777e-13,0.559404516862643,0.323,0.113,7.19233438007661e-09,"NP-","significant","positive","PLCXD2"
"1478","Hmgcr",1.31520292581616e-09,-0.558860888478978,0.167,0.398,2.10800724949814e-05,"Untreated","significant","negative","HMGCR"
"1479","Dhrs7",9.63127334535032e-11,-0.557596865720674,0.087,0.277,1.54370049179275e-06,"Untreated","significant","negative","DHRS7"
"1480","Cdkn1a",2.84416199669306e-07,-0.557215869121268,0.181,0.372,0.00455862284829964,"Untreated","significant","negative","CDKN1A"
"1481","Arel1",1.62138852276147e-10,-0.557036488547891,0.149,0.385,2.59876152428208e-06,"Untreated","significant","negative","AREL1"
"1482","Tmem265",1.17546807403315e-13,0.556795319883072,0.339,0.113,1.88404022906033e-09,"NP-","significant","positive","TMEM265"
"1483","Adora2a",7.56223483872695e-14,-0.55674375740277,0.167,0.467,1.21207499995116e-09,"Untreated","significant","negative","ADORA2A"
"1484","Pglyrp2",1.51605196421006e-18,0.556460931696865,0.542,0.213,2.42992808823589e-14,"NP-","significant","positive","PGLYRP2"
"1485","Otud4",7.56118695017671e-14,-0.556233787921455,0.116,0.397,1.21190704437432e-09,"Untreated","significant","negative","OTUD4"
"1486","Tfg",4.47824989510146e-16,0.556078248376935,0.33,0.111,7.17773893186862e-12,"NP-","significant","positive","TFG"
"1487","Itpr2",3.63573134232166e-07,-0.555538234742987,0.361,0.61,0.00582735019547315,"NP+","significant","negative","ITPR2"
"1488","Aldoa",2.17602497508644e-13,-0.555197045544906,0.283,0.618,3.48773283006855e-09,"Untreated","significant","negative","ALDOA"
"1489","Kif1c",4.07163021507123e-14,0.555141507575869,0.321,0.122,6.52600890871616e-10,"NP-","significant","positive","KIF1C"
"1490","Ngrn",1.10958295369458e-12,0.555133281878481,0.27,0.09,1.77843955818167e-08,"NP-","significant","positive","NGRN"
"1491","Leng8",6.53314254454149e-09,-0.554501979742812,0.422,0.72,0.000104713208703911,"NP+","significant","negative","LENG8"
"1492","Prkcq",2.81514866792868e-19,0.554189797626567,0.796,0.398,4.51212028495608e-15,"NP-","significant","positive","PRKCQ"
"1493","Bop1",1.52759109470546e-08,-0.554009543463901,0.12,0.314,0.000244842300659391,"Untreated","significant","negative","BOP1"
"1494","Pum1",1.09617577997322e-14,-0.55393757962607,0.159,0.489,1.75695054014108e-10,"Untreated","significant","negative","PUM1"
"1495","Ugcg",2.64517315169436e-08,0.553902582498871,0.467,0.281,0.000423968352753573,"NP-","significant","positive","UGCG"
"1496","Smg5",2.26979585923912e-19,0.553559838570546,0.54,0.206,3.63802880318845e-15,"NP-","significant","positive","SMG5"
"1497","Lpcat3",1.65846831382105e-13,0.553205564919097,0.258,0.077,2.65819301339237e-09,"NP-","significant","positive","LPCAT3"
"1498","Pknox1",2.53196769926182e-13,0.55316199634442,0.263,0.084,4.05823782837685e-09,"NP-","significant","positive","PKNOX1"
"1499","Mgat2",3.60097899483921e-14,-0.553105520414066,0.109,0.378,5.77164913292829e-10,"Untreated","significant","negative","MGAT2"
"1500","Cox4i1",2.77417668535805e-21,0.552902725435139,0.604,0.242,4.44645039129189e-17,"NP-","significant","positive","COX4I1"
"1501","Prpf38b",9.30625756447534e-11,-0.552822965588483,0.343,0.686,1.49160696243411e-06,"NP+","significant","negative","PRPF38B"
"1502","Ahsa1",6.12957300269242e-20,0.552583897901219,0.67,0.305,9.82447960871542e-16,"NP-","significant","positive","AHSA1"
"1503","Atf6b",1.85568185532435e-15,0.552089667625184,0.414,0.158,2.97428687771387e-11,"NP-","significant","positive","ATF6B"
"1504","Glcci1",3.06699582526944e-10,-0.551812857850241,0.123,0.348,4.91578090874186e-06,"Untreated","significant","negative","GLCCI1"
"1505","Txndc9",1.32365595140055e-10,-0.551771568283991,0.145,0.397,2.12155575890481e-06,"Untreated","significant","negative","TXNDC9"
"1506","Smarca4",1.03888995410646e-13,-0.55163023176558,0.308,0.678,1.66513281844183e-09,"Untreated","significant","negative","SMARCA4"
"1507","Hsp90aa1",7.6182022120037e-19,0.551284835025347,0.679,0.305,1.22104545053995e-14,"NP-","significant","positive","HSP90AA1"
"1508","Ncf4",2.77859115901316e-13,-0.551055149364723,0.272,0.595,4.4535259096663e-09,"Untreated","significant","negative","NCF4"
"1509","Mapk3",5.21100108107036e-09,-0.55102592792478,0.134,0.359,8.35219253273958e-05,"Untreated","significant","negative","MAPK3"
"1510","Clic4",8.22754100555411e-11,0.550876630401042,0.307,0.12,1.31871027237021e-06,"NP-","significant","positive","CLIC4"
"1511","Xaf1",6.54734056262558e-09,-0.550609232413815,0.123,0.31,0.000104940774537763,"Untreated","significant","negative","XAF1"
"1512","Zeb1",1.41303243712249e-16,0.550557704763565,0.3,0.077,2.26480839021993e-12,"NP-","significant","positive","ZEB1"
"1513","Lrrc8c",3.04332008869443e-11,-0.550387344522164,0.239,0.537,4.87783343815943e-07,"Untreated","significant","negative","LRRC8C"
"1514","Cab39",9.18261103421514e-08,-0.550086990117112,0.488,0.749,0.001471788896564,"NP+","significant","negative","CAB39"
"1515","Ints6",1.5681970084544e-14,0.549073749862935,0.393,0.145,2.51350616515071e-10,"NP-","significant","positive","INTS6"
"1516","Ctsb",3.24513585369634e-12,-0.548592791541945,0.348,0.662,5.20130374630449e-08,"Untreated","significant","negative","CTSB"
"1517","Cox20",1.81062195729638e-14,0.548573260565375,0.311,0.097,2.90206487315464e-10,"NP-","significant","positive","COX20"
"1518","Zdhhc2",5.02126881348552e-12,0.548562201713526,0.293,0.102,8.0480896542546e-08,"NP-","significant","positive","ZDHHC2"
"1519","Hsph1",3.42872879452771e-11,0.548494802066957,0.379,0.172,5.49556651186902e-07,"NP-","significant","positive","HSPH1"
"1520","Alg10b",1.69281348408824e-13,0.548423226638093,0.318,0.106,2.71324145229664e-09,"NP-","significant","positive","ALG10B"
"1521","Gmppa",7.48190069210865e-11,0.54826107708915,0.254,0.088,1.19919904293117e-06,"NP-","significant","positive","GMPPA"
"1522","Ptpn7",1.42265799193874e-17,0.54791950018734,0.547,0.219,2.28023622947941e-13,"NP-","significant","positive","PTPN7"
"1523","Slc4a1ap",2.16093414760299e-15,0.547684789451434,0.367,0.122,3.46354525177807e-11,"NP-","significant","positive","SLC4A1AP"
"1524","P2ry10",6.79808109111576e-08,-0.547037384547825,0.434,0.702,0.00108959643728403,"NP+","significant","negative","P2RY10"
"1525","Stx6",2.53974971793816e-09,-0.546711826575729,0.145,0.361,4.07071084791128e-05,"Untreated","significant","negative","STX6"
"1526","Cd81",5.39729109861714e-08,0.546636270946422,0.267,0.111,0.000865077817286355,"NP-","significant","positive","CD81"
"1527","Smpdl3a",1.46840602348285e-18,0.546180444523666,0.544,0.238,2.35356117443831e-14,"NP-","significant","positive","SMPDL3A"
"1528","Capza1",4.39849023378331e-22,0.545861173625384,0.579,0.226,7.04990014670789e-18,"NP-","significant","positive","CAPZA1"
"1529","Heatr1",9.63784565242452e-10,-0.545485934772579,0.076,0.255,1.5447539011706e-05,"Untreated","significant","negative","HEATR1"
"1530","Gatad2b",1.9394925928968e-08,-0.544831275980594,0.295,0.54,0.000310861872789499,"NP+","significant","negative","GATAD2B"
"1531","Crybg1",8.07852670722562e-15,-0.544798788720357,0.225,0.577,1.29482626063412e-10,"Untreated","significant","negative","CRYBG1"
"1532","Cct8",7.09122301870108e-12,-0.544006990133439,0.134,0.401,1.13658122543741e-07,"Untreated","significant","negative","CCT8"
"1533","Chtop",1.9910015585178e-22,0.543962913840107,0.761,0.339,3.19117729799233e-18,"NP-","significant","positive","CHTOP"
"1534","Rad21",5.72176052429348e-17,0.543903669262829,0.582,0.262,9.17083776833759e-13,"NP-","significant","positive","RAD21"
"1535","Trp53inp1",4.31829554980056e-16,0.543706478084467,0.733,0.405,6.92136410722034e-12,"NP-","significant","positive","TP53INP1"
"1536","Mak16",1.66543196908961e-09,-0.54322197065566,0.101,0.303,2.66935436005683e-05,"Untreated","significant","negative","MAK16"
"1537","Katna1",8.98058032283265e-11,-0.54224474049433,0.109,0.337,1.43940741414362e-06,"Untreated","significant","negative","KATNA1"
"1538","Chmp4b",4.92089135433867e-15,-0.541878349015337,0.181,0.503,7.88720466273403e-11,"Untreated","significant","negative","CHMP4B"
"1539","G3bp1",6.32165885466044e-08,-0.541488096775873,0.205,0.44,0.00101323548122498,"NP+","significant","negative","G3BP1"
"1540","Agfg1",1.56579888804582e-22,0.541315190465107,0.672,0.274,2.50966245775985e-18,"NP-","significant","positive","AGFG1"
"1541","Rab6a",5.02910563040989e-12,-0.541169235348603,0.127,0.376,8.06065050442097e-08,"Untreated","significant","negative","RAB6A"
"1542","Ptpn23",5.43051860128738e-13,0.540993465233769,0.318,0.115,8.70403521414341e-09,"NP-","significant","positive","PTPN23"
"1543","Paf1",3.48617305276614e-09,-0.540970721329203,0.134,0.329,5.58763816897357e-05,"Untreated","significant","negative","PAF1"
